# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
klf4,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with Panobinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,KLF4,9314,Homo sapiens,9606.0,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in increased expression of KLF4 mRNA",increases^expression,19150397|20382639
klf4,"7-(benzylamino)-1,3,4,8-tetrahydropyrrolo(4,3,2-de)quinolin-8(1H)-one",C553817,,KLF4,9314,Homo sapiens,9606.0,"7-(benzylamino)-1,3,4,8-tetrahydropyrrolo(4,3,2-de)quinolin-8(1H)-one results in increased expression of KLF4 mRNA",increases^expression,19936915
klf4,abrine,C496492,,KLF4,9314,Homo sapiens,9606.0,abrine results in increased expression of KLF4 mRNA,increases^expression,31054353
klf4,Acetaminophen,D000082,103-90-2,KLF4,9314,Homo sapiens,9606.0,Acetaminophen results in increased expression of KLF4 mRNA,increases^expression,29067470
klf4,acetylbritannilatone,C487680,,KLF4,9314,Homo sapiens,9606.0,acetylbritannilatone analog results in increased expression of KLF4 protein,increases^expression,27262408
klf4,Acrylamide,D020106,79-06-1,KLF4,9314,Homo sapiens,9606.0,Acrylamide results in increased expression of KLF4 mRNA,increases^expression,32763439
klf4,Aflatoxin B1,D016604,1162-65-8,KLF4,9314,Homo sapiens,9606.0,Aflatoxin B1 results in increased expression of KLF4 mRNA,increases^expression,27153756
klf4,"Air Pollutants, Occupational",D000395,,KLF4,9314,Homo sapiens,9606.0,"Air Pollutants, Occupational results in decreased expression of KLF4 mRNA",decreases^expression,26018793
klf4,"Air Pollutants, Occupational",D000395,,KLF4,9314,Homo sapiens,9606.0,"Air Pollutants, Occupational results in increased methylation of KLF4 gene",increases^methylation,26018793
klf4,Amiodarone,D000638,1951-25-3,KLF4,9314,Homo sapiens,9606.0,Amiodarone results in increased expression of KLF4 mRNA,increases^expression,19774075
klf4,Antirheumatic Agents,D018501,,KLF4,9314,Homo sapiens,9606.0,Antirheumatic Agents results in decreased expression of KLF4 mRNA,decreases^expression,24449571
klf4,aristolochic acid I,C000228,313-67-7,KLF4,9314,Homo sapiens,9606.0,aristolochic acid I results in increased expression of KLF4 mRNA,increases^expression,33212167
klf4,Arsenic,D001151,7440-38-2,KLF4,9314,Homo sapiens,9606.0,[[sodium arsenite results in increased abundance of Arsenic] which co-treated with Benzo(a)pyrene] results in increased expression of KLF4 protein,affects^cotreatment|increases^abundance|increases^expression,32802178
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,[Arsenic Trioxide co-treated with Tretinoin] results in decreased expression of KLF4 protein,affects^cotreatment|decreases^expression,30093655
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,Arsenic Trioxide promotes the reaction [MSI1 protein results in increased expression of KLF4 protein],increases^expression|increases^reaction,29486283
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,Arsenic Trioxide results in increased expression of KLF4 protein,increases^expression,29486283
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,EIF2AK2 protein affects the reaction [Arsenic Trioxide promotes the reaction [MSI1 protein results in increased expression of KLF4 protein]],affects^reaction|increases^expression|increases^reaction,29486283
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,EIF2AK2 protein affects the reaction [Arsenic Trioxide results in increased expression of KLF4 protein],affects^reaction|increases^expression,29486283
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,EIF2S1 protein affects the reaction [Arsenic Trioxide promotes the reaction [MSI1 protein results in increased expression of KLF4 protein]],affects^reaction|increases^expression|increases^reaction,29486283
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,KLF4 protein results in decreased susceptibility to Arsenic Trioxide,decreases^response to substance,20707922
klf4,Arsenic Trioxide,D000077237,1327-53-3,KLF4,9314,Homo sapiens,9606.0,MSI1 protein affects the reaction [Arsenic Trioxide results in increased expression of KLF4 protein],affects^reaction|increases^expression,29486283
klf4,"Asbestos, Crocidolite",D017638,12001-28-4,KLF4,9314,Homo sapiens,9606.0,"Asbestos, Crocidolite affects the expression of KLF4 mRNA",affects^expression,25757056
klf4,"Asbestos, Crocidolite",D017638,12001-28-4,KLF4,9314,Homo sapiens,9606.0,"Asbestos, Crocidolite results in increased expression of KLF4 mRNA",increases^expression,18687144
klf4,Benzene,D001554,71-43-2,KLF4,9314,Homo sapiens,9606.0,Benzene results in decreased expression of KLF4 mRNA,decreases^expression,20036648
klf4,Benzo(a)pyrene,D001564,50-32-8,KLF4,9314,Homo sapiens,9606.0,Benzo(a)pyrene results in increased expression of KLF4 mRNA,increases^expression,32234424
klf4,Benzo(a)pyrene,D001564,50-32-8,KLF4,9314,Homo sapiens,9606.0,[[sodium arsenite results in increased abundance of Arsenic] which co-treated with Benzo(a)pyrene] results in increased expression of KLF4 protein,affects^cotreatment|increases^abundance|increases^expression,32802178
klf4,beta-hydroxy simvastatin acid,C483161,,KLF4,9314,Homo sapiens,9606.0,beta-hydroxy simvastatin acid results in increased expression of KLF4 mRNA,increases^expression,18192240
klf4,bisphenol A,C006780,80-05-7,KLF4,9314,Homo sapiens,9606.0,bisphenol A affects the expression of KLF4 mRNA,affects^expression,20170705
klf4,Buthionine Sulfoximine,D019328,5072-26-4,KLF4,9314,Homo sapiens,9606.0,Buthionine Sulfoximine inhibits the reaction [KLF4 results in decreased susceptibility to Cisplatin],decreases^reaction|decreases^response to substance,21833590
klf4,butyraldehyde,C018475,123-72-8,KLF4,9314,Homo sapiens,9606.0,butyraldehyde results in increased expression of KLF4 mRNA,increases^expression,26079696
klf4,Cadmium,D002104,7440-43-9,KLF4,9314,Homo sapiens,9606.0,Cadmium results in decreased expression of KLF4 mRNA,decreases^expression,16439709
klf4,Calcitriol,D002117,32222-06-3,KLF4,9314,Homo sapiens,9606.0,Calcitriol results in increased expression of KLF4 mRNA,increases^expression,16002434
klf4,Cannabidiol,D002185,13956-29-1,KLF4,9314,Homo sapiens,9606.0,Cannabidiol results in increased expression of KLF4 mRNA,increases^expression,26504004
klf4,Cannabidiol,D002185,13956-29-1,KLF4,9314,Homo sapiens,9606.0,[Dronabinol co-treated with Cannabidiol] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,26504004
klf4,CGP 52608,C092451,87958-67-6,KLF4,9314,Homo sapiens,9606.0,CGP 52608 promotes the reaction [RORA protein binds to KLF4 gene],affects^binding|increases^reaction,28238834
klf4,Chlorpromazine,D002746,50-53-3,KLF4,9314,Homo sapiens,9606.0,[Chlorpromazine co-treated with Cholic Acids] affects the expression of KLF4 mRNA,affects^cotreatment|affects^expression,27344345
klf4,Chlorpromazine,D002746,50-53-3,KLF4,9314,Homo sapiens,9606.0,Chlorpromazine results in decreased expression of KLF4 mRNA,decreases^expression,30703373
klf4,Cholic Acids,D002793,,KLF4,9314,Homo sapiens,9606.0,[1-Naphthylisothiocyanate co-treated with Cholic Acids] affects the expression of KLF4 mRNA,affects^cotreatment|affects^expression,27344345
klf4,Cholic Acids,D002793,,KLF4,9314,Homo sapiens,9606.0,[Chlorpromazine co-treated with Cholic Acids] affects the expression of KLF4 mRNA,affects^cotreatment|affects^expression,27344345
klf4,Cholic Acids,D002793,,KLF4,9314,Homo sapiens,9606.0,[Cyclosporine co-treated with Cholic Acids] affects the expression of KLF4 mRNA,affects^cotreatment|affects^expression,27344345
klf4,chromium hexavalent ion,C074702,18540-29-9,KLF4,9314,Homo sapiens,9606.0,chromium hexavalent ion results in increased expression of KLF4 mRNA,increases^expression,30690063
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,Buthionine Sulfoximine inhibits the reaction [KLF4 results in decreased susceptibility to Cisplatin],decreases^reaction|decreases^response to substance,21833590
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,[Cisplatin co-treated with jinfukang] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,27392435
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,Cisplatin results in increased expression of KLF4 mRNA,increases^expression,33969609
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,Cisplatin results in increased expression of KLF4 protein,increases^expression,33969609
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,FTL protein affects the reaction [Cisplatin results in increased expression of KLF4 protein],affects^reaction|increases^expression,33969609
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,KLF4 results in decreased susceptibility to Cisplatin,decreases^response to substance,21833590
klf4,Cisplatin,D002945,15663-27-1,KLF4,9314,Homo sapiens,9606.0,[Piroxicam co-treated with Cisplatin] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,21858171
klf4,Coumestrol,D003375,479-13-0,KLF4,9314,Homo sapiens,9606.0,Coumestrol results in decreased expression of KLF4 mRNA,decreases^expression,19167446
klf4,Cyclophosphamide,D003520,50-18-0,KLF4,9314,Homo sapiens,9606.0,KLF4 results in decreased susceptibility to Cyclophosphamide,decreases^response to substance,21833590
klf4,Cyclosporine,D016572,59865-13-3,KLF4,9314,Homo sapiens,9606.0,[Cyclosporine co-treated with Cholic Acids] affects the expression of KLF4 mRNA,affects^cotreatment|affects^expression,27344345
klf4,Cyclosporine,D016572,59865-13-3,KLF4,9314,Homo sapiens,9606.0,Cyclosporine results in increased expression of KLF4 mRNA,increases^expression,20106945|25562108|27989131
klf4,DDT,D003634,50-29-3,KLF4,9314,Homo sapiens,9606.0,DDT results in decreased expression of KLF4 mRNA,decreases^expression,33728745
klf4,deoxynivalenol,C007262,51481-10-8,KLF4,9314,Homo sapiens,9606.0,deoxynivalenol affects the expression of KLF4 protein,affects^expression,33890134
klf4,deoxynivalenol,C007262,51481-10-8,KLF4,9314,Homo sapiens,9606.0,deoxynivalenol affects the localization of KLF4 protein,affects^localization,33890134
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,Dichloroacetic Acid results in decreased expression of KLF4 mRNA,decreases^expression,33405312
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,Dichloroacetic Acid results in decreased expression of KLF4 protein,decreases^expression,33405312
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,XMU-MP-1 inhibits the reaction [Dichloroacetic Acid results in decreased expression of KLF4 mRNA],decreases^expression|decreases^reaction,33405312
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,XMU-MP-1 inhibits the reaction [Dichloroacetic Acid results in decreased expression of KLF4 protein],decreases^expression|decreases^reaction,33405312
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,YAP1 protein mutant form inhibits the reaction [Dichloroacetic Acid results in decreased expression of KLF4 mRNA],decreases^expression|decreases^reaction,33405312
klf4,Dichloroacetic Acid,D003999,79-43-6,KLF4,9314,Homo sapiens,9606.0,YAP1 protein mutant form inhibits the reaction [Dichloroacetic Acid results in decreased expression of KLF4 protein],decreases^expression|decreases^reaction,33405312
klf4,Dieldrin,D004026,60-57-1,KLF4,9314,Homo sapiens,9606.0,Dieldrin results in increased expression of KLF4 mRNA,increases^expression,31068361
klf4,Dietary Carbohydrates,D004040,,KLF4,9314,Homo sapiens,9606.0,Dietary Carbohydrates results in increased expression of KLF4 mRNA,increases^expression,17490981
klf4,Dihydrotestosterone,D013196,521-18-6,KLF4,9314,Homo sapiens,9606.0,Dihydrotestosterone results in increased expression of KLF4 mRNA,increases^expression,29581250
klf4,dinophysistoxin 1,C051904,,KLF4,9314,Homo sapiens,9606.0,dinophysistoxin 1 results in increased expression of KLF4 mRNA,increases^expression,28939011
klf4,dorsomorphin,C516138,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,dorsomorphin,C516138,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with Panobinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,dorsomorphin,C516138,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,Doxorubicin,D004317,23214-92-8,KLF4,9314,Homo sapiens,9606.0,Doxorubicin results in decreased expression of KLF4 mRNA,decreases^expression,29803840
klf4,Dronabinol,D013759,,KLF4,9314,Homo sapiens,9606.0,[Dronabinol co-treated with Cannabidiol] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,26504004
klf4,Dronabinol,D013759,,KLF4,9314,Homo sapiens,9606.0,Dronabinol results in increased expression of KLF4 mRNA,increases^expression,26504004
klf4,entinostat,C118739,,KLF4,9314,Homo sapiens,9606.0,entinostat results in increased expression of KLF4 mRNA,increases^expression,26272509
klf4,entinostat,C118739,,KLF4,9314,Homo sapiens,9606.0,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of KLF4 mRNA",affects^cotreatment|increases^expression,27188386
klf4,epigallocatechin gallate,C045651,989-51-5,KLF4,9314,Homo sapiens,9606.0,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,22079256
klf4,"erucylphospho-N,N,N-trimethylpropylammonium",C472787,,KLF4,9314,Homo sapiens,9606.0,"erucylphospho-N,N,N-trimethylpropylammonium results in increased expression of KLF4 mRNA",increases^expression,29464035
klf4,Estradiol,D004958,50-28-2,KLF4,9314,Homo sapiens,9606.0,[Estradiol co-treated with Tetrachlorodibenzodioxin] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,19619570
klf4,Estradiol,D004958,50-28-2,KLF4,9314,Homo sapiens,9606.0,Estradiol results in increased expression of KLF4 mRNA,increases^expression,19619570|21185374|21795739|31614463|33728745
klf4,Estradiol,D004958,50-28-2,KLF4,9314,Homo sapiens,9606.0,Progesterone promotes the reaction [Estradiol results in increased expression of KLF4 mRNA],increases^expression|increases^reaction,21795739
klf4,Ethinyl Estradiol,D004997,57-63-6,KLF4,9314,Homo sapiens,9606.0,Ethinyl Estradiol affects the expression of KLF4 mRNA,affects^expression,20170705|26865667
klf4,Ethinyl Estradiol,D004997,57-63-6,KLF4,9314,Homo sapiens,9606.0,Ethinyl Estradiol results in increased expression of KLF4 mRNA,increases^expression,18936297
klf4,ethylbenzene,C004912,100-41-4,KLF4,9314,Homo sapiens,9606.0,[Toluene co-treated with ethylbenzene co-treated with Xylenes] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,26018793
klf4,ethylbenzene,C004912,100-41-4,KLF4,9314,Homo sapiens,9606.0,[Toluene co-treated with ethylbenzene co-treated with Xylenes] results in increased methylation of KLF4 gene,affects^cotreatment|increases^methylation,26018793
klf4,Etoposide,D005047,33419-42-0,KLF4,9314,Homo sapiens,9606.0,Etoposide results in increased expression of KLF4 mRNA,increases^expression,33969609
klf4,Etoposide,D005047,33419-42-0,KLF4,9314,Homo sapiens,9606.0,Etoposide results in increased expression of KLF4 protein,increases^expression,33969609
klf4,Etoposide,D005047,33419-42-0,KLF4,9314,Homo sapiens,9606.0,FTL protein affects the reaction [Etoposide results in increased expression of KLF4 protein],affects^reaction|increases^expression,33969609
klf4,Fluorouracil,D005472,51-21-8,KLF4,9314,Homo sapiens,9606.0,Fluorouracil results in increased expression of KLF4 mRNA,increases^expression,16557594|17039268
klf4,Fluorouracil,D005472,51-21-8,KLF4,9314,Homo sapiens,9606.0,KLF4 results in decreased susceptibility to Fluorouracil,decreases^response to substance,21833590
klf4,Formaldehyde,D005557,50-00-0,KLF4,9314,Homo sapiens,9606.0,Formaldehyde results in increased expression of KLF4 mRNA,increases^expression,20655997|23416264
klf4,Genistein,D019833,446-72-0,KLF4,9314,Homo sapiens,9606.0,Genistein affects the expression of KLF4 mRNA,affects^expression,26865667
klf4,Genistein,D019833,446-72-0,KLF4,9314,Homo sapiens,9606.0,[Genistein co-treated with sulforaphane] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,29899271
klf4,Genistein,D019833,446-72-0,KLF4,9314,Homo sapiens,9606.0,Genistein results in decreased expression of KLF4 mRNA,decreases^expression,29899271
klf4,Genistein,D019833,446-72-0,KLF4,9314,Homo sapiens,9606.0,Genistein results in increased expression of KLF4 mRNA,increases^expression,26865667
klf4,geraniol,C007836,624-15-7,KLF4,9314,Homo sapiens,9606.0,geraniol results in increased expression of KLF4 mRNA,increases^expression,27683099
klf4,ginsenoside Rg3,C097367,,KLF4,9314,Homo sapiens,9606.0,ginsenoside Rg3 results in decreased expression of KLF4 mRNA,decreases^expression,31916386
klf4,Glutathione,D005978,70-18-8,KLF4,9314,Homo sapiens,9606.0,KLF4 results in increased abundance of Glutathione,increases^abundance,21833590
klf4,Glutathione,D005978,70-18-8,KLF4,9314,Homo sapiens,9606.0,[KLF4 results in increased expression of GCLC mRNA] which results in increased abundance of Glutathione,increases^abundance|increases^expression,21833590
klf4,Indomethacin,D007213,53-86-1,KLF4,9314,Homo sapiens,9606.0,Indomethacin results in increased expression of KLF4 mRNA,increases^expression,16984733
klf4,Ionomycin,D015759,56092-81-0,KLF4,9314,Homo sapiens,9606.0,pyrrolidine dithiocarbamic acid inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of KLF4 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,15477007
klf4,Ionomycin,D015759,56092-81-0,KLF4,9314,Homo sapiens,9606.0,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,15477007
klf4,Irinotecan,D000077146,,KLF4,9314,Homo sapiens,9606.0,Irinotecan analog results in increased expression of KLF4 mRNA,increases^expression,18927307
klf4,jinfukang,C544151,,KLF4,9314,Homo sapiens,9606.0,[Cisplatin co-treated with jinfukang] results in decreased expression of KLF4 mRNA,affects^cotreatment|decreases^expression,27392435
klf4,(+)-JQ1 compound,C561695,,KLF4,9314,Homo sapiens,9606.0,(+)-JQ1 compound results in decreased expression of KLF4 mRNA,decreases^expression,26830473
klf4,Lamivudine,D019259,134678-17-4,KLF4,9314,Homo sapiens,9606.0,[Zidovudine co-treated with Lamivudine] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,15784690
klf4,licochalcone B,C541528,,KLF4,9314,Homo sapiens,9606.0,licochalcone B results in increased expression of KLF4 mRNA,increases^expression,33647349
klf4,Magnetite Nanoparticles,D058185,,KLF4,9314,Homo sapiens,9606.0,[Succimer co-treated with Magnetite Nanoparticles] results in increased expression of KLF4 mRNA,affects^cotreatment|increases^expression,26378955
klf4,"malondialdehyde-low density lipoprotein, human",C569869,,KLF4,9314,Homo sapiens,9606.0,"KLF4 protein promotes the reaction [Oxytocin inhibits the reaction [malondialdehyde-low density lipoprotein, human results in increased expression of SELE protein]]",decreases^reaction|increases^expression|increases^reaction,29104011
klf4,"malondialdehyde-low density lipoprotein, human",C569869,,KLF4,9314,Homo sapiens,9606.0,"KLF4 protein promotes the reaction [Oxytocin inhibits the reaction [malondialdehyde-low density lipoprotein, human results in increased expression of VCAM1 protein]]",decreases^reaction|increases^expression|increases^reaction,29104011
klf4,"malondialdehyde-low density lipoprotein, human",C569869,,KLF4,9314,Homo sapiens,9606.0,"malondialdehyde-low density lipoprotein, human results in decreased expression of KLF4 protein",decreases^expression,29104011
klf4,"malondialdehyde-low density lipoprotein, human",C569869,,KLF4,9314,Homo sapiens,9606.0,"Oxytocin inhibits the reaction [malondialdehyde-low density lipoprotein, human results in decreased expression of KLF4 protein]",decreases^expression|decreases^reaction,29104011
klf4,Manganese,D008345,7439-96-5,KLF4,9314,Homo sapiens,9606.0,Manganese results in increased expression of KLF4 mRNA,increases^expression,17175027
klf4,manganese chloride,C025340,7773-01-5,KLF4,9314,Homo sapiens,9606.0,manganese chloride results in increased expression of KLF4 mRNA,increases^expression,17175027
klf4,Medroxyprogesterone Acetate,D017258,71-58-9,KLF4,9314,Homo sapiens,9606.0,Medroxyprogesterone Acetate results in increased expression of KLF4 mRNA,increases^expression,18497975
klf4,methylmercuric chloride,C004925,115-09-3,KLF4,9314,Homo sapiens,9606.0,methylmercuric chloride results in increased expression of KLF4 mRNA,increases^expression,28001369
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,KLF4 protein affects the reaction [methylselenic acid results in decreased expression of CCND1 mRNA],affects^reaction|decreases^expression,18314491
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,KLF4 protein affects the reaction [methylselenic acid results in increased expression of CDKN1A mRNA],affects^reaction|increases^expression,18314491
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,KLF4 protein affects the reaction [methylselenic acid results in increased expression of CDKN1B mRNA],affects^reaction|increases^expression,18314491
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,methylselenic acid affects the expression of KLF4 mRNA,affects^expression,14617803
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,methylselenic acid results in increased activity of KLF4 protein,increases^activity,18314491
klf4,methylselenic acid,C008493,,KLF4,9314,Homo sapiens,9606.0,methylselenic acid results in increased expression of KLF4 mRNA,increases^expression,18314491
klf4,"Nanotubes, Carbon",D037742,,KLF4,9314,Homo sapiens,9606.0,"Nanotubes, Carbon results in increased expression of KLF4 mRNA",increases^expression,31047983
klf4,"Nanotubes, Carbon",D037742,,KLF4,9314,Homo sapiens,9606.0,"Nanotubes, Carbon results in increased expression of KLF4 protein",increases^expression,31047983
klf4,napabucasin,C000621033,,KLF4,9314,Homo sapiens,9606.0,napabucasin results in decreased expression of KLF4 mRNA,decreases^expression,26899963
klf4,napabucasin,C000621033,,KLF4,9314,Homo sapiens,9606.0,napabucasin results in decreased expression of KLF4 protein,decreases^expression,25605917|26899963
klf4,naphthenic acid,C046170,1338-24-5,KLF4,9314,Homo sapiens,9606.0,4-(5-(4-chlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)benzenesulfonamide affects the reaction [[Water Pollutants results in increased abundance of naphthenic acid] which results in increased expression of KLF4 mRNA],affects^reaction|increases^abundance|increases^expression,35259347
klf4,naphthenic acid,C046170,1338-24-5,KLF4,9314,Homo sapiens,9606.0,[Water Pollutants results in increased abundance of naphthenic acid] which results in increased expression of KLF4 mRNA,increases^abundance|increases^expression,35259347
klf4,netoglitazone,C115174,,KLF4,9314,Homo sapiens,9606.0,KLF4 mRNA affects the reaction [netoglitazone results in increased expression of GDF15 protein],affects^reaction|increases^expression,22750490
