# Input,SrcGeneSymbol,SrcGeneId,TgtGeneSymbol,TgtGeneId,SrcOrganism,SrcOrganismId,TgtOrganism,TgtOrganismId,Assay,InteractionType,Throughput,PubMedId
klf4,ESR1,2099,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,23403292
klf4,FBXO22,26263,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,26087183
klf4,FBXO32,114907,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,28068319
klf4,FBXO7,25793,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,high,27503909
klf4,GYS1,2997,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,H4C1,8359,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,30804502
klf4,HDAC2,3066,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,21252119
klf4,HDAC5,10014,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,18768922
klf4,HDAC7,51564,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17827213
klf4,HUWE1,10075,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,28084302
klf4,HUWE1,10075,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,low,28084302
klf4,KAT5,10524,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17827213
klf4,KAT5,10524,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,17827213
klf4,KLF4,9314,APP,351,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,high,21832049
klf4,KLF4,9314,ARID1A,8289,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,ARID1B,57492,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,ATAD3A,55210,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,ATXN3,4287,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31563563
klf4,KLF4,9314,ATXN3,4287,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,31563563
klf4,KLF4,9314,BAALC,79870,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,26050649
klf4,KLF4,9314,BCL7A,605,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,BCL9,607,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,CDH1,999,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,21177849
klf4,KLF4,9314,CREBBP,1387,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,21539536
klf4,KLF4,9314,CREBBP,1387,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,CTBP1,1487,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19751731
klf4,KLF4,9314,CUL1,8454,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26087183
klf4,KLF4,9314,CUL2,8453,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22284679
klf4,KLF4,9314,CUX1,1523,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,DAP3,7818,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,DDX1,1653,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,DDX50,79009,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,DHX30,22907,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,DPF1,8193,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,DPF2,5977,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,DVL3,1857,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,KLF4,9314,ELK1,2002,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,18768922
klf4,KLF4,9314,ELOB,6923,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22284679
klf4,KLF4,9314,EP300,2033,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,20711222
klf4,KLF4,9314,EP300,2033,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,21252119
klf4,KLF4,9314,EP300,2033,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,ESR1,2099,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,23403292
klf4,KLF4,9314,FAU,2197,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,FBXO22,26263,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,26087183
klf4,KLF4,9314,FBXO22,26263,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26087183
klf4,KLF4,9314,FBXO32,114907,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,28068319
klf4,KLF4,9314,HDAC1,3065,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,15561714
klf4,KLF4,9314,HDAC2,3066,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19486889
klf4,KLF4,9314,HDAC2,3066,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,21252119
klf4,KLF4,9314,HDAC2,3066,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,15561714
klf4,KLF4,9314,HDAC2,3066,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,19486889
klf4,KLF4,9314,HDAC5,10014,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,18768922
klf4,KLF4,9314,HDAC7,51564,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17827213
klf4,KLF4,9314,HGS,9146,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,KLF4,9314,HIVEP1,3096,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,HNRNPUL1,11100,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,HSF2BP,11077,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,KLF4,9314,IGF2BP1,10642,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,IGF2BP2,10644,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,IGF2BP3,10643,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,ILF2,3608,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,KAT5,10524,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,17827213
klf4,KLF4,9314,KAT5,10524,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,17827213
klf4,KLF4,9314,KDM2B,84678,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,KDM6A,7403,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,KMT2C,58508,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,KMT2D,8085,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,LARP1,23367,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MOV10,4343,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPL15,29088,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPL39,54148,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPL4,51073,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS11,64963,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS14,63931,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS15,64960,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS16,51021,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS17,51373,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS18B,28973,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS2,51116,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS22,56945,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS23,51649,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS24,64951,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS25,64432,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS26,64949,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS27,23107,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS28,28957,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS31,10240,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS34,65993,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS35,60488,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS5,64969,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS7,51081,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MRPS9,64965,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,MYO15B,80022,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,KLF4,9314,NCOA3,8202,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,NFIA,4774,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,NOP2,4839,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,NOP56,10528,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,PABPC1,26986,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,PABPC4,8761,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,PAX9,5083,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,KLF4,9314,PAXIP1,22976,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,PDCD11,22984,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,PLK1,5347,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31281496
klf4,KLF4,9314,PPARG,5468,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,KLF4,9314,PPARG,5468,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,22282354
klf4,KLF4,9314,PRKCD,5580,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,KLF4,9314,PTCD3,55037,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RELA,5970,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,KLF4,9314,RPL10A,4736,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL14,9045,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL18A,6142,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL19,6143,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL24,6152,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL26,6154,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL27A,6157,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL35,11224,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPL36A,6173,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS10,6204,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS11,6205,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS13,6207,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS15,6209,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS19,6223,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS24,6229,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS25,6230,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS29,6235,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS3A,6189,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS5,6193,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RPS8,6202,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RRP12,23223,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RRP1B,23076,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RSL1D1,26156,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,RTCB,51493,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,SKP1,6500,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,26087183
klf4,KLF4,9314,SMARCA2,6595,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,SMARCA4,6597,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,20305087
klf4,KLF4,9314,SMARCD2,6603,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,SP1,6667,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,KLF4,9314,SP1,6667,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,22282354
klf4,KLF4,9314,SSB,6741,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,SSBP1,6742,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,STAU1,6780,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,TLE1,7088,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,TRAF6,7189,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31281496
klf4,KLF4,9314,UPF1,5976,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,USP10,9100,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31748695
klf4,KLF4,9314,USP10,9100,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,31748695
klf4,KLF4,9314,USP10,9100,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,31748695
klf4,KLF4,9314,USP11,8237,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,34114341
klf4,KLF4,9314,USP11,8237,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,34114341
klf4,KLF4,9314,USP4,7375,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31748695
klf4,KLF4,9314,USP5,8078,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,34114341
klf4,KLF4,9314,USP6,9098,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31748695
klf4,KLF4,9314,USP7,7874,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31748695
klf4,KLF4,9314,USP9X,8239,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,34114341
klf4,KLF4,9314,VHL,7428,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22284679
klf4,KLF4,9314,ZC3HAV1,56829,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,ZEB2,9839,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,ZFR,51663,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,ZNF281,23528,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF4,9314,ZNF326,284695,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,35140242
klf4,KLF4,9314,ZNF516,9658,Homo sapiens,9606,Homo sapiens,9606,Proximity Label-MS,physical,high,35140242
klf4,KLF6,1316,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,10802067
klf4,PLK1,5347,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,low,31281496
klf4,PLK1,5347,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31281496
klf4,PPARG,5468,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,PPARG,5468,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,22282354
klf4,PRKCD,5580,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,SETD7,80854,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,low,25042802
klf4,SP1,6667,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,9651398
klf4,SP1,6667,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,22282354
klf4,SP1,6667,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,22282354
klf4,TLE5,166,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,high,32296183
klf4,USP10,9100,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31748695
klf4,USP10,9100,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,low,31748695
klf4,USP11,8237,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Biochemical Activity,physical,low,34114341
klf4,VHL,7428,KLF4,9314,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,22284679
myc,ACTL6A,86,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,33541412
myc,ANXA2,302,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,30081903
myc,APP,351,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,high,21244100
myc,ARAF,369,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,FRET,physical,high,28205554
myc,ASF1A,25842,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,high,23602572
myc,ATAD2,29028,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19843847
myc,ATAD2,29028,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,19843847
myc,ATG5,9474,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,34755101
myc,ATG5,9474,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,34755101
myc,AXIN1,8312,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,19131971
myc,AXIN1,8312,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,19131971
myc,BCL2,596,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,15210690
myc,BCL2,596,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,15210690
myc,BIN1,274,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,10380878
myc,BIN1,274,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,31815296
myc,BIN1,274,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,15992821
myc,BIN1,274,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Co-crystal Structure,physical,low,15992821
myc,BLM,641,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,23750012
myc,BLM,641,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Reconstituted Complex,physical,low,23750012
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,9788437
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,12646176
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,20215511
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,11916966
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Two-hybrid,physical,low,9788437
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,14612409
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Co-localization,physical,low,14612409
myc,BRCA1,672,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,20215511
myc,BRD4,23476,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-Western,physical,low,29172540
myc,BRD4,23476,MYC,4609,Homo sapiens,9606,Homo sapiens,9606,Affinity Capture-MS,physical,high,32416067
