DB	DB_Object_ID	DB_Object_Symbol	Qualifier	GO_ID	Reference	Evidence_Code	With_Or_From	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	Taxon	Date	Assigned_By		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR000418	P			protein	taxon:9606	20220613	InterPro		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR046328	P			protein	taxon:9606	20220613	InterPro		
UniProtKB	O00321	ETV2	enables	GO:0003676	GO_REF:0000043	IEA	UniProtKB-KW:KW-0238	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	O00321	ETV2	located_in	GO:0005634	GO_REF:0000043	IEA	UniProtKB-KW:KW-0539	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	O00321	ETV2	enables	GO:0003676	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	enables	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	enables	GO:0006351	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	enables	GO:0005694	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050896	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0007154	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050896	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0007154	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0065008	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050896	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0007154	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:P41163|ensembl:ENSMUSP00000103782	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O00321	ETV2	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0191	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	O00321	ETV2	enables	GO:0003676	GO_REF:0000117	IEA	ARBA:ARBA00026779	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	O15353	FOXN1	enables	GO:0050789	GO_REF:0000113	ISA	tfclass:3.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O15353	FOXN1	enables	GO:0006351	GO_REF:0000113	ISA	tfclass:3.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O15353	FOXN1	enables	GO:0005694	GO_REF:0000113	ISA	tfclass:3.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O15353	FOXN1	part_of	GO:0005694	GO_REF:0000113	ISA	tfclass:3.3.1	C			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O15353	FOXN1	enables	GO:0003676	PMID:21873635	IBA	PANTHER:PTN000930751|ZFIN:ZDB-GENE-021008-1	F			protein	taxon:9606	20200918	GO_Central		
UniProtKB	O15353	FOXN1	enables	GO:0050789	PMID:21873635	IBA	MGI:MGI:102949|PANTHER:PTN000930751	F			protein	taxon:9606	20200918	GO_Central		
UniProtKB	O15353	FOXN1	enables	GO:0006351	PMID:21873635	IBA	MGI:MGI:102949|PANTHER:PTN000930751	F			protein	taxon:9606	20200918	GO_Central		
UniProtKB	O15353	FOXN1	enables	GO:0005694	PMID:21873635	IBA	MGI:MGI:102949|PANTHER:PTN000930751	F			protein	taxon:9606	20200918	GO_Central		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	PMID:21873635	IBA	MGI:MGI:102949|PANTHER:PTN000930751	P			protein	taxon:9606	20200918	GO_Central		
UniProtKB	O15353	FOXN1	enables	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR001766|InterPro:IPR030456	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	O15353	FOXN1	enables	GO:0006351	GO_REF:0000002	IEA	InterPro:IPR001766|InterPro:IPR030456	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	O15353	FOXN1	enables	GO:0003676	GO_REF:0000002	IEA	InterPro:IPR001766|InterPro:IPR030456	F			protein	taxon:9606	20220613	InterPro		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000002	IEA	InterPro:IPR001766|InterPro:IPR030456	P			protein	taxon:9606	20220613	InterPro		
UniProtKB	O15353	FOXN1	enables	GO:0003676	GO_REF:0000043	IEA	UniProtKB-KW:KW-0238	F			protein	taxon:9606	20220613	UniProt		
UniProtKB	O15353	FOXN1	located_in	GO:0005634	GO_REF:0000043	IEA	UniProtKB-KW:KW-0539	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000043	IEA	UniProtKB-KW:KW-0221	P			protein	taxon:9606	20220613	UniProt		
UniProtKB	O15353	FOXN1	located_in	GO:0005634	PMID:10767081	TAS		C			protein	taxon:9606	20030904	PINC		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	PMID:10767081	TAS		P			protein	taxon:9606	20030904	PINC		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	PMID:7969402	TAS		P			protein	taxon:9606	20031119	PINC		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	PMID:10767081	TAS		P			protein	taxon:9606	20030904	PINC		
UniProtKB	O15353	FOXN1	involved_in	GO:0050896	PMID:7969402	TAS		P			protein	taxon:9606	20030904	PINC		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:O60336	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:O75865-2	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:P32320	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:P49639	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q08117-2	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q12933	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q13526	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q68G74	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9BXA7	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9H0A9-2	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9NQL9	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9UJX2	F			protein	taxon:9606	20220618	IntAct		
UniProtKB	O15353	FOXN1	enables	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	enables	GO:0006351	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	enables	GO:0005694	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0065008	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:D4A1T1|ensembl:ENSRNOP00000014672	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:D4A1T1|ensembl:ENSRNOP00000014672	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:D4A1T1|ensembl:ENSRNOP00000014672	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:D4A1T1|ensembl:ENSRNOP00000014672	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0042303	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0065008	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032502	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0032501	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0002376	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0001775	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	P			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	enables	GO:0003676	GO_REF:0000107	IEA	UniProtKB:Q61575|ensembl:ENSMUSP00000103929	F			protein	taxon:9606	20220613	Ensembl		
UniProtKB	O15353	FOXN1	involved_in	GO:0050789	PMID:24383669	IDA		P			protein	taxon:9606	20160512	BHF-UCL		
UniProtKB	O15353	FOXN1	located_in	GO:0005634	GO_REF:0000044	IEA	UniProtKB-SubCell:SL-0191	C			protein	taxon:9606	20220613	UniProt		
UniProtKB	O43474	KLF4	enables	GO:0003676	PMID:28473536	IDA		F			protein	taxon:9606	20200608	ARUK-UCL		
UniProtKB	O43474	KLF4	involved_in	GO:0050896	PMID:30429596	IMP		P			protein	taxon:9606	20201211	ARUK-UCL		
UniProtKB	O43474	KLF4	enables	GO:0050789	GO_REF:0000113	ISA	tfclass:2.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O43474	KLF4	enables	GO:0006351	GO_REF:0000113	ISA	tfclass:2.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O43474	KLF4	enables	GO:0005694	GO_REF:0000113	ISA	tfclass:2.3.1	F			protein	taxon:9606	20190405	NTNU_SB		
UniProtKB	O43474	KLF4	part_of	GO:0005694	GO_REF:0000113	ISA	tfclass:2.3.1	C			protein	taxon:9606	20190405	NTNU_SB		
