DB,DB_Object_ID,DB_Object_Symbol,Qualifier,GO_ID,Reference,Evidence_Code,With_Or_From,Aspect,DB_Object_Name,DB_Object_Synonym,DB_Object_Type,Taxon,Date,Assigned_By,Annotation_Extension,Gene_Product_Form_ID
UniProtKB,O43474,KLF4,enables,GO:0008013,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,enables,GO:0008270,PMID:9422764,NAS,,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20031216,UniProt,,
UniProtKB,O43474,KLF4,enables,GO:0031490,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,enables,GO:0061629,GO_REF:0000024,ISS,UniProtKB:Q60793,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101220,BHF-UCL,,
UniProtKB,O43474,KLF4,enables,GO:0061629,PMID:21539536,IPI,UniProtKB:Q92793,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111118,BHF-UCL,,
UniProtKB,O43474,KLF4,enables,GO:1990837,PMID:28473536,IDA,,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20200608,ARUK-UCL,,
UniProtKB,O43474,KLF4,enables,GO:1990841,PMID:27907090,IDA,,F,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20170228,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0000122,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20151126,BHF-UCL,has_input(UniProtKB:P19320),
UniProtKB,O43474,KLF4,involved_in,GO:0002067,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0002357,PMID:30429596,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20201211,ARUK-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0006366,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0007500,PMID:8940147,TAS,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20030904,PINC,,
UniProtKB,O43474,KLF4,involved_in,GO:0008285,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0009913,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0010628,PMID:22267480,IGI,RNAcentral:URS00003768C5_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20160311,BHF-UCL,"has_input(UniProtKB:P29474),part_of(GO:0071356),occurs_in(CL:1000413)",
UniProtKB,O43474,KLF4,involved_in,GO:0010629,PMID:22267480,IGI,RNAcentral:URS00003768C5_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20160311,BHF-UCL,"part_of(GO:0071356),has_input(UniProtKB:P13500),occurs_in(CL:1000413)",
UniProtKB,O43474,KLF4,involved_in,GO:0010629,PMID:22267480,IGI,RNAcentral:URS00003768C5_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20160311,BHF-UCL,"part_of(GO:0071356),has_input(UniProtKB:P19320),occurs_in(CL:1000413)",
UniProtKB,O43474,KLF4,involved_in,GO:0010629,PMID:22267480,IGI,RNAcentral:URS00003768C5_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20160526,BHF-UCL,"part_of(GO:0071356),has_input(UniProtKB:P16581),regulates(GO:0050901),occurs_in(CL:1000413)",
UniProtKB,O43474,KLF4,involved_in,GO:0016525,PMID:23867820,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20171201,BHF-UCL,occurs_in(CL:0002618),
UniProtKB,O43474,KLF4,involved_in,GO:0019827,GO_REF:0000024,ISS,UniProtKB:Q60793,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101215,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0031077,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0032088,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111124,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0032526,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0032717,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111124,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0034115,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111124,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0035019,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0035166,PMID:21539536,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111118,BHF-UCL,occurs_in(CL:0000764),
UniProtKB,O43474,KLF4,involved_in,GO:0043154,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111121,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0045429,PMID:22430140,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20140519,BHF-UCL,"occurs_in(CL:0002618),part_of(GO:0071499)",
UniProtKB,O43474,KLF4,involved_in,GO:0045444,GO_REF:0000024,ISS,UniProtKB:Q60793,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101220,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0045595,GO_REF:0000024,ISS,UniProtKB:Q60793,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101215,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0045892,PMID:9422764,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20110607,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0045893,GO_REF:0000024,ISS,UniProtKB:Q60793,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101215,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0045893,PMID:27431648,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20180216,BHF-UCL,"occurs_in(CL:0002618),has_input(UniProtKB:P15692)",
UniProtKB,O43474,KLF4,involved_in,GO:0045893,PMID:9422764,NAS,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20031216,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0045944,GO_REF:0000024,ISS,UniProtKB:Q60793,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20101220,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0045944,PMID:20551324,IGI,UniProtKB:Q62862,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20151106,BHF-UCL,"part_of(GO:0060761),has_output(UniProtKB:P29474)",
UniProtKB,O43474,KLF4,involved_in,GO:0045944,PMID:22430140,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20140519,BHF-UCL,"has_input(UniProtKB:P00966),occurs_in(CL:0002618)|has_input(UniProtKB:P29474),occurs_in(CL:0002618)",
UniProtKB,O43474,KLF4,involved_in,GO:0045944,PMID:22723415,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20170227,BHF-UCL,has_input(UniProtKB:O14746),
UniProtKB,O43474,KLF4,involved_in,GO:0045944,PMID:27907090,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20170227,UniProt,,
UniProtKB,O43474,KLF4,involved_in,GO:0046985,PMID:21539536,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111118,BHF-UCL,occurs_in(CL:0000764),
UniProtKB,O43474,KLF4,involved_in,GO:0048679,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0048730,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0050728,PMID:20551324,TAS,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111121,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0051247,PMID:20551324,IGI,UniProtKB:Q62862,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20120810,BHF-UCL,has_input(UniProtKB:P29474),
UniProtKB,O43474,KLF4,involved_in,GO:0051247,PMID:22430140,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20140519,BHF-UCL,"has_input(UniProtKB:P00966),occurs_in(CL:0002618)|has_input(UniProtKB:P29474),occurs_in(CL:0002618)",
UniProtKB,O43474,KLF4,involved_in,GO:0051973,PMID:20629177,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20141105,BHF-UCL,,
UniProtKB,O43474,KLF4,involved_in,GO:0060070,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0060761,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111121,BHF-UCL,has_input(UniProtKB:P01375),
UniProtKB,O43474,KLF4,involved_in,GO:0061436,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:0071363,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111121,BHF-UCL,has_input(UniProtKB:P15692),
UniProtKB,O43474,KLF4,involved_in,GO:0071499,PMID:22430140,IMP,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20140519,BHF-UCL,occurs_in(CL:0002618),
UniProtKB,O43474,KLF4,involved_in,GO:0090051,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20120111,BHF-UCL,occurs_in(CL:0002618),
UniProtKB,O43474,KLF4,involved_in,GO:0120222,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:1902895,PMID:23867820,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20210107,BHF-UCL,has_input(RNAcentral:URS0000171CD1_9606),
UniProtKB,O43474,KLF4,involved_in,GO:1903672,PMID:27431648,IGI,RNAcentral:URS0000591950_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20180216,BHF-UCL,occurs_in(CL:0002618),
UniProtKB,O43474,KLF4,involved_in,GO:1904798,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:1904998,PMID:22267480,IGI,RNAcentral:URS00003768C5_9606,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20160311,BHF-UCL,part_of(GO:0071356),
UniProtKB,O43474,KLF4,involved_in,GO:1990830,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
UniProtKB,O43474,KLF4,involved_in,GO:2000134,PMID:23867820,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20171201,BHF-UCL,"occurs_in(CL:0002618),negatively_regulates(GO:0001525)",
UniProtKB,O43474,KLF4,involved_in,GO:2000342,PMID:20551324,IDA,,P,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111124,BHF-UCL,,
UniProtKB,O43474,KLF4,located_in,GO:0000785,PMID:21539536,IDA,,C,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20111118,BHF-UCL,,
UniProtKB,O43474,KLF4,located_in,GO:0000791,GO_REF:0000107,IEA,UniProtKB:Q60793|ensembl:ENSMUSP00000103245,C,Krueppel-like factor 4,KLF4|EZF|GKLF,protein,taxon:9606,20220419,Ensembl,,
